40.170907,-74.234540
40.211329,-74.283333
40.216561,-74.260599
40.229313,-74.202316
40.229981,-74.201406
40.291451,-74.199267
40.300833,-74.219444
40.352555,-74.292466
40.355365,-74.294327
40.382237,-74.304217
40.663917,-74.412914
40.499956,-74.478854
40.488738,-74.483403
40.481915,-74.489438
40.437900,-74.482360
40.449663,-74.529159
40.425863,-74.544474
40.435009,-74.610157
40.376156,-74.593676
40.349877,-74.651880
40.349198,-74.651530
40.343500,-74.564647
40.332154,-74.551773
40.331469,-74.505786
40.342273,-74.498579
40.342074,-74.440256
40.343810,-74.436610
40.319852,-74.451086
40.288061,-74.536614
40.277126,-74.531692
40.268346,-74.525432
40.268385,-74.527352
40.242948,-74.582403
40.214922,-74.774729
40.210276,-74.776802
40.190248,-74.781928
40.208661,-74.822442
40.186204,-74.832522
40.196055,-74.861933
40.236964,-74.863738
40.291929,-74.804685
40.367121,-74.945375
40.230819,-74.968836
40.222972,-74.986339
